claim,label,language,source,url
: The video shows the Burj Khalifa displaying KCR’s photo to mark his 72nd birthday in February 2026.,MISLEADING,en,factly,https://factly.in/this-2021-video-of-the-burj-khalifa-during-the-bathukamma-festival-is-being-shared-as-related-to-kcrs-72nd-birthday-celebrations-in-2026
A new order by the Assam government does not allow people of different religions to buy or sell land to each other.,MISLEADING,en,factly,https://factly.in/the-assam-government-has-not-banned-land-sales-between-different-religions-it-has-only-made-verification-mandatory
Visuals of the recent Save Aravali Protests.,MISLEADING,en,factly,https://factly.in/an-unrelated-video-of-a-protest-against-a-cement-plant-in-chhattisgarh-is-falsely-shared-as-visuals-of-a-save-aravalli-protest
": The UN declared 15 October, Dr APJ Abdul Kalam’s birthday, as World Students’ Day.",FALSE,en,factly,https://factly.in/the-un-never-recognised-abdul-kalams-birthday-as-world-students-day
"Storing onions and potatoes together causes the potatoes to produce poisonous chemicals like solanine and chaconine, which can be fatal when consumed, especially for children.",MISLEADING,en,factly,https://factly.in/does-storing-onions-and-potatoes-together-make-the-potatoes-harmful-for-consumption
For the first time in 72 years Indian Rupee is weaker than Bangladeshi Taka.,FALSE,en,factly,https://factly.in/indian-rupee-did-not-become-weaker-than-bangladeshi-taka
"If EVMs were not hacked, how did BJP and Congress candidates get 211820 and 140295 votes respectively in many constituencies?",FALSE,en,factly,https://factly.in/bjp-and-congress-candidates-didnt-get-211820-and-140295-votes-respectively-in-many-constituencies
The video shows a Hindu man hitting a burqa-clad woman on the head and leaving her fainted on the road in India.,FALSE,en,factly,https://factly.in/viral-video-of-a-burqa-clad-woman-being-hit-on-the-head-by-a-man-is-from-bangladesh-not-india
Union Law Department has amended Section 41A of CrPC and cancelled the police station bail in order to check corruption in the police department.,FALSE,en,factly,https://factly.in/amendments-made-to-the-code-of-criminal-procedure-act-in-2008-2010-are-intact
The viral photos show a photographer who got emotional and cried at the sight of Lord Ram’s idol during the consecration at the Ayodhya Ram Mandir.,FALSE,en,factly,https://factly.in/these-photos-of-a-crying-photographer-are-old-and-unrelated-to-the-ram-mandir-inauguration
"The video shows a massive military buildup by China near Arunachal Pradesh, India.",FALSE,en,factly,https://factly.in/the-video-does-not-show-a-massive-chinese-military-buildup-near-arunachal-pradesh-it-depicts-a-pla-exercise-in-northeast-china
"Since 2014, the Central Government is paying a monthly rent of Rs. 2 lakhs for Chidambaram’s rented flat, which is owned by his wife and son (Nalini and Karti Chidambaram).",FALSE,en,factly,https://factly.in/the-central-government-does-not-pay-rents-of-mps-private-houses-it-allots-houses-to-mps
: The viral video shows a CRPF personnel in India offering namaz while on duty.,FALSE,en,factly,https://factly.in/this-video-of-a-bangladeshi-army-personnel-offering-namaz-is-being-falsely-shared-as-showing-a-crpf-jawan-from-india
The photo shows Unnao rape case convict Kuldeep Singh Sengar being garlanded after his release from jail.,MISLEADING,en,factly,https://factly.in/this-viral-photo-allegedly-showing-kuldeep-singh-sengar-being-garlanded-after-his-jail-release-is-ai-generated
"A Muslim man named Abdul killed his live-in partner, a Hindu woman, in Delhi.",FALSE,en,factly,https://factly.in/the-accused-in-the-chhawla-delhi-live-in-partner-murder-case-in-november-2025-is-not-muslim
: A viral video shows Major General C.S. Mann saying that India is supporting the US and Israel in regime change efforts in Iran and that Pakistan could be strategically pressured from three sides as part of a plan leading toward “Akhand Bharat.”,FALSE,en,factly,https://factly.in/this-video-of-major-general-c-s-mann-claiming-that-the-iran-israel-us-conflict-could-lead-to-the-formation-of-akhand-bharat-is-a-deepfake
A Goat has been arrested by the Kanpur police for not wearing a mask.,FALSE,en,factly,https://factly.in/kanpur-police-did-not-arrest-a-goat-for-not-wearing-a-mask
"There has been a 50% increase in track renewal in 2017-18 compared to 2013-14. In 2013-14, it was 2,926 kms and in 2017-18 it is 4,405 kms.",TRUE,en,factly,https://factly.in/fact-checking-government-claims-over-railway-track-development
: The viral video shows supporters of Ayatollah Khamenei and exiled Crown Prince Reza Pahlavi getting into a physical fight during a live Iranian TV debate amid ongoing anti-government protests.,FALSE,en,factly,https://factly.in/a-2013-video-of-a-physical-altercation-between-guests-on-a-georgian-tv-show-is-being-falsely-shared-in-the-context-of-the-ongoing-protests-in-iran
"The Central Government allocated funds to the States on 05 January 2021 from the PM CARES fund, but the States failed to install the required oxygen plants.",MISLEADING,en,factly,https://factly.in/this-post-misleads-people-by-blaming-only-states-for-the-delay-in-installing-the-oxygen-plants
: This photo of Rajiv Gandhi and Sonia Gandhi dressed as Muslims proves that the Gandhi family practices Islam.,MISLEADING,en,factly,https://factly.in/this-viral-photo-shows-a-fancy-dress-party-after-rajiv-gandhis-wedding-not-the-wedding-ceremony
: The viral video shows a massive rally protesting against Bihar Chief Minister Nitish Kumar over the hijab controversy.,MISLEADING,en,factly,https://factly.in/this-video-of-a-rally-marking-birsa-mundas-150th-birth-anniversary-in-gujarat-is-being-shared-as-visuals-of-a-protest-against-nitish-kumar-over-the-hijab-controversy
Government to provide employment to people with smartphones.,FALSE,en,factly,https://factly.in/fake-messages-and-websites-now-offer-non-existent-smartphone-employment-from-the-government
"Out of three transfers recommended by the SC collegium, only Justice Muralidhar’s transfer was notified.",FALSE,en,factly,https://factly.in/all-the-three-transfers-recommended-by-the-sc-collegium-were-notified-not-just-justice-muralidhars-transfer
The number of votes polled exceeded the number of eligible voters in the 2025 Bihar Assembly elections.,FALSE,en,factly,https://factly.in/the-number-of-votes-polled-did-not-exceed-the-number-of-eligible-voters-in-the-2025-bihar-elections
The Government of India introduced the ‘National Rural Youth Training and Employment Scheme’ to employ the educated rural boys and girls in the country.,FALSE,en,factly,https://factly.in/national-rural-youth-training-and-employment-scheme-does-not-exist
: A CCTV video shows a thief abandoning a robbery and returning the money after a child offers him a lollipop inside the shop.,FALSE,en,factly,https://factly.in/these-viral-cctv-visuals-of-a-girl-offering-lollipop-to-a-robber-are-scripted-not-real
"Press Release on movement restriction for COVID-19 outbreak by National Security Council, PMO (India).",FALSE,en,factly,https://factly.in/the-press-release-on-movement-restriction-for-covid-19-outbreak-was-issued-by-pmo-malaysia-not-pmo-india
"During Partition, the minority population which stayed back in Pakistan was 23% and 30% in West and East Pakistan respectively.",MISLEADING,en,factly,https://factly.in/fact-check-of-claims-made-by-jaggi-vasudev-sadhguru-on-caa
: The video shows Chief Election Commissioner Gyanesh Kumar bowing at the feet of Union Home Minister Amit Shah.,FALSE,en,factly,https://factly.in/this-video-claiming-to-show-chief-election-commissioner-of-india-gyanesh-kumar-bowing-down-before-home-minister-amit-shah-is-a-deepfake
": The viral video shows the retrieval of the body of a nine-year-old girl who was raped and murdered by her uncle, identified as a man named Mohammed Akram.",FALSE,en,factly,https://factly.in/this-man-accused-of-raping-and-murdering-his-niece-in-deoria-uttar-pradesh-is-vidyasagar-yadav-not-akram
The video shows a Muslim man from Bangladesh saying he lives in Kolkata and fully supports Mamata Banerjee.,FALSE,en,factly,https://factly.in/this-viral-video-claiming-to-show-a-muslim-man-from-bangladesh-saying-he-lives-in-kolkata-and-fully-supports-mamata-banerjee-is-ai-generated
"e-trading platforms, 585 regulated markets to fetch the best prices for farmers.",TRUE,en,factly,https://factly.in/fact-checking-government-claims-about-e-nam
Women can call ‘1091’ or ‘7837018555’ numbers to avail the free ride scheme started by the Kolkata Police.,MISLEADING,en,factly,https://factly.in/kolkata-police-clarified-that-they-did-not-start-any-specific-free-night-pick-and-drop-scheme-for-women
The video shows a child casting a vote for the BJP during the recently concluded 2025 Bihar elections.,FALSE,en,factly,https://factly.in/a-2024-video-from-bhopal-is-falsely-shared-as-a-child-casting-a-vote-during-the-2025-bihar-assembly-elections
": The viral video shows Rasha Thadani, daughter of Raveena Tandon, winning a gold medal at the 2025 Boxing Cup in the 80+ kg category.",FALSE,en,factly,https://factly.in/this-video-of-nupur-sheoran-the-silver-medallist-at-the-2025-world-boxing-championships-is-being-falsely-shared-as-rasha-thadani-winning-a-gold-medal
The video shows Bajrang Dal members entering Bangladesh and hoisting a saffron flag after removing a green Islamic flag from a pole.,FALSE,en,factly,https://factly.in/an-unrelated-video-from-odisha-is-being-falsely-shared-as-showing-bajrang-dal-members-entering-bangladesh-and-hoisting-a-saffron-flag
PMKSY launched to modernize supply chain infrastructure.,TRUE,en,factly,https://factly.in/fact-checking-government-claims-on-pradhan-mantri-kisan-sampada-yojana
Fact Check of the claims about achievement & revamping of the PMFBY,TRUE,en,factly,https://factly.in/fact-check-of-the-claims-about-achievement-revamping-of-the-pmfby
": The viral video shows a train plunging into a river after falling off a bridge in Bareilly, Uttar Pradesh.",FALSE,en,factly,https://factly.in/this-video-showing-a-train-falling-into-a-river-from-a-bridge-in-uttar-pradesh-is-ai-generated
1.69 lakh kms of rural roads built in the last 4 years.,TRUE,en,factly,https://factly.in/fact-check-has-rural-road-construction-reached-a-record-high-in-the-last-four-years
The Income Tax Department will have the authority to access individuals’ emails and social media accounts to curb tax evasion starting 01 April 2026.,MISLEADING,en,factly,https://factly.in/authorities-cannot-access-taxpayers-social-media-or-email-data-except-during-a-legally-authorized-search-operation
"13,000 training centers opened across India training in 376 trades.",TRUE,en,factly,https://factly.in/fact-checking-government-claims-skill-development
"Expenditure on road construction was 32,483 crore rupees in 2013-14. It is 1,16,324 crore rupees in 2017-18.",TRUE,en,factly,https://factly.in/fact-checking-government-claims-on-national-highways-roads
The government ensured clean auctions of coal blocks and telecom spectrum and set a new benchmark.,TRUE,en,factly,https://factly.in/fact-checking-the-governments-claims-on-auctions-clearances
: The viral video shows people in Bihar holding a torchlight procession to protest vote theft after the 2025 election results.,FALSE,en,factly,https://factly.in/an-unrelated-torchlight-procession-video-from-rajasthan-is-being-falsely-shared-as-a-protest-against-vote-theft-in-bihar
"The video shows RJD leader Tejashwi Yadav giving Rs 30,000 to people affected by the anti-encroachment drive in Bihar.",MISLEADING,en,factly,https://factly.in/this-video-predates-bihars-november-2025-anti-encroachment-drive-and-does-not-show-tejashwi-yadav-giving-financial-aid-to-the-affected
"Video of Om Birla announcing that the central government will provide ₹12,000 to low-income families.",FALSE,en,factly,https://factly.in/a-deepfake-video-is-being-shared-as-visuals-of-om-birla-announcing-%e2%82%b912000-aid-for-poor-families
"The video shows a real incident of a woman leaving her mother at an old age home, saying there was no place for her at home.",FALSE,en,factly,https://factly.in/this-viral-video-allegedly-showing-a-woman-abandoning-her-mother-at-an-old-age-home-is-scripted
": The viral video shows Union Civil Aviation Minister dancing during the IndiGo flight crisis, implying he was celebrating while passengers were stranded.",MISLEADING,en,factly,https://factly.in/an-old-video-of-civil-aviation-minister-rammohan-naidu-dancing-at-a-family-wedding-is-being-shared-amid-the-recent-indigo-fiasco
: The viral video shows CRPF personnel detaining law-and-order disruptors in West Bengal ahead of the 2026 assembly elections.,MISLEADING,en,factly,https://factly.in/a-video-of-a-protest-in-bangladesh-is-being-shared-as-that-of-crpf-detaining-people-in-west-bengal-ahead-of-the-2026-elections
The video shows saints queuing to vote in the January 2026 Maharashtra municipal elections.,FALSE,en,factly,https://factly.in/this-viral-video-of-saints-queuing-to-cast-votes-is-not-from-the-january-2026-maharashtra-municipal-elections
": The viral video shows a large herd of elephants entering Sakleshpur town in Hassan district, Karnataka.",FALSE,en,factly,https://factly.in/this-video-of-a-large-elephant-herd-crossing-a-road-in-assam-is-falsely-shared-as-visuals-from-sakleshpur-karnataka
Narendra Modi government has established 9 medical colleges in Telangana during the last 3 years.,MISLEADING,en,factly,https://factly.in/no-the-central-government-did-not-establish-9-medical-colleges-in-telangana-in-the-past-three-years
Hindustan Petroleum Corporation Limited (HPCL) has launched petrol capsules that can be dropped into water to instantly turn it into usable fuel for vehicles.,FALSE,en,factly,https://factly.in/the-viral-claim-that-hpcl-has-launched-petrol-capsules-that-instantly-turn-water-into-usable-vehicle-fuel-is-fake
: The viral video shows a patient falling from an ambulance onto the road on the Yamuna Expressway in Uttar Pradesh.,FALSE,en,factly,https://factly.in/this-video-of-a-patient-falling-from-an-ambulance-on-the-yamuna-expressway-is-ai-generated
: The viral video shows RSS chief Mohan Bhagwat calling for the “saffronisation” of the Indian Army and the removal of over 50% of “non-caste Hindus” by 2028.,FALSE,en,factly,https://factly.in/this-viral-video-of-mohan-bhagwat-making-remarks-about-saffronising-the-indian-army-is-a-deepfake
: The viral video shows AIMIM chief Asaduddin Owaisi performing aarti at a Hanuman temple.,FALSE,en,factly,https://factly.in/this-viral-video-of-aimim-leader-asaduddin-owaisi-performing-an-aarti-at-a-hanuman-temple-is-ai-generated
": Asaf Ali, a Muslim argued on behalf of Bhagat Singh ; Rai Bahadur Suryavamsham Sharma, an RSS member represented the British empire and pleaded death sentence for Bhagat Singh.",MISLEADING,en,factly,https://factly.in/bhagat-singh-took-legal-advice-from-lala-duni-chand-an-rss-associate-did-not-represent-the-british-in-the-trial
"On the domestic LPG cylinders, the State Government levy a tax of 55% whereas the Central Government’s tax is just 5%",FALSE,en,factly,https://factly.in/a-gst-of-5-per-cent-is-levied-on-the-domestic-lpg-cylinders-no-state-imposes-55-per-cent-tax
The video shows Uttar Pradesh Chief Minister Yogi Adityanath and Gorakhpur MP Ravi Kishan participating in a public march protesting the new UGC regulations.,FALSE,en,factly,https://factly.in/this-viral-video-shows-the-gst-awareness-drive-in-gorakhpur-conducted-by-cm-yogi-adityanath-and-mp-ravi-kishan
: The video shows Venezuelan citizens tearing down posters of President Nicolás Maduro in celebration after he was captured by US forces.,MISLEADING,en,factly,https://factly.in/a-2024-video-of-protesters-tearing-down-president-nicolas-maduros-poster-is-being-shared-as-visuals-from-after-his-capture-by-us-forces
A Navbharat Times postcard quotes Jagadguru Rambhadracharya as saying that Brahmins can conceive children without sexual intercourse using tantra and mantras.,FALSE,en,factly,https://factly.in/this-viral-navbharat-times-postcard-allegedly-quoting-jagadguru-rambhadracharya-on-brahmins-conceiving-children-is-fabricated
The video shows a ‘Love Jihad’ incident where a Muslim man is torturing a Hindu woman.,FALSE,en,factly,https://factly.in/a-video-from-a-pakistani-film-shoot-is-being-falsely-shared-showing-a-real-love-jihad-incident
The numbers in the post comparing terrorist activities during the UPA and NDA governments are Wrong - FACTLY,FALSE,en,factly,https://factly.in/the-numbers-in-the-post-comparing-terrorist-activities-during-the-upa-and-nda-governments-are-fake
: The viral video shows CDS General Anil Chauhan warning about growing Pakistan–Bangladesh defence ties and the sale of JF-17 jets to Bangladesh.,FALSE,en,factly,https://factly.in/this-video-of-the-indian-chief-of-defence-staff-allegedly-commenting-on-pakistan-bangladesh-defence-ties-is-a-deepfake
: The video shows French President Emmanuel Macron saying France refused a defence partnership with India due to Rafale jets losing value after alleged failure by the Indian Air Force.,FALSE,en,factly,https://factly.in/this-video-showing-french-president-emmanuel-macron-allegedly-refusing-a-deal-with-india-due-to-inefficiency-of-iaf-is-a-deepfake
The video shows people addicted to drugs and collapsing on the streets in Venezuela.,MISLEADING,en,factly,https://factly.in/this-viral-video-showing-people-addicted-to-drugs-and-collapsing-on-the-streets-is-from-philadelphia-united-states-not-venezuela
: The viral video shows Pakistani police and locals searching for Indian spies in Karachi’s Lyari area after the release of Durandhar 2.,FALSE,en,factly,https://factly.in/an-unrelated-old-video-is-being-shared-as-visuals-of-pakistani-police-searching-for-indian-spies-on-the-streets-of-karachi-after-the-release-of-durandhar-2
: The viral video shows protesters opposing the University Grants Commission regulations setting fire to a Bharatiya Janata Party office.,FALSE,en,factly,https://factly.in/this-video-of-a-bjp-office-set-on-fire-during-statehood-protests-in-leh-is-being-shared-as-visuals-of-protests-against-the-ugc-regulations
There was a shortfall in government earnings in 2018-19 to the tune of Rs.1.7 lakh crores and the shortfall was compensated by taking money from RBI.,TRUE,en,factly,https://factly.in/fact-check-how-true-is-congress-partys-claim-regarding-shortfall-in-government-earnings
These clips show anti-Modi protestors torching a BJP office building after the 2025 Bihar Elections.,FALSE,en,factly,https://factly.in/old-and-unrelated-clips-are-falsely-shared-as-showing-protestors-torching-a-bjp-office-building-after-the-november-2025-bihar-assembly-elections
": The visuals show commandos beating TMC workers, and rioters being chased by Indian army in West Bengal ahead of the 2026 Assembly elections.",MISLEADING,en,factly,https://factly.in/videos-from-dhaka-bangladesh-are-being-shared-as-incidents-from-west-bengal-ahead-of-the-2026-elections
Price build-up of Petrol shows that the State Tax on Petrol is more than the Central Tax in Delhi.,FALSE,en,factly,https://factly.in/false-inaccurate-figures-shared-as-the-price-build-up-of-petrol-in-delhi
Fact-Check of Development-related Claims made by the Finance Minister,TRUE,en,factly,https://factly.in/part-1-fact-check-of-development-related-claims-made-by-the-finance-minister-during-budget-speech
: The viral video shows Defence Minister Rajnath Singh comparing the RSS to the Afghan Taliban.,FALSE,en,factly,https://factly.in/this-viral-video-of-defence-minister-rajnath-singh-comparing-rss-with-the-afghan-taliban-is-a-deepfake
"Kerala has asked NABARD for a loan of Rs 20,000 crore to deal with COVID-19.",FALSE,en,factly,https://factly.in/kerala-government-has-asked-nabard-for-a-loan-of-rs-2000-crore-not-rs-20000-crore
": Union Finance Minister Nirmala Sitharaman said that there are no poor people in India, that people only pretend to be poor, and that people are buying large quantities of gold and silver.",FALSE,en,factly,https://factly.in/finance-minister-nirmala-sitharaman-did-not-make-any-remarks-claiming-that-there-are-no-poor-people-or-that-people-are-pretending-to-be-poor
"Venkaiah Naidu, Vice Chairman of Rajya Sabha cried in the Parliament after forceful passage of a bill aimed at selling off the LIC.",MISLEADING,en,factly,https://factly.in/no-venkaiah-naidu-did-not-break-down-because-of-the-forceful-passage-of-the-bill-aiming-to-sell-off-lic
The video shows an Indian Air Force (IAF) aerobatic display performing aerial manoeuvres at the Dubai Airshow in November 2025.,FALSE,en,factly,https://factly.in/an-old-unrelated-video-is-being-shared-with-the-false-claim-that-it-shows-an-iaf-airshow-in-dubai-in-november-2025
"The photo shows Shyama Prasad Mukherjee, founder of the Bharatiya Jana Sangh, with Muhammad Ali Jinnah, founder of the All-India Muslim League.",FALSE,en,factly,https://factly.in/the-person-sitting-to-the-right-of-mohammad-ali-jinnah-in-this-photo-is-not-jana-sangh-founder-dr-shyama-prasad-mukherjee
: The viral video shows a donkey entering the Pakistan Parliament.,FALSE,en,factly,https://factly.in/this-video-of-a-donkey-entering-the-pakistan-parliament-is-ai-generated
The order extending certain powers under the NSA to Delhi Police is made in the wake of CAA protests and to detain protestors.,FALSE,en,factly,https://factly.in/fact-check-the-delhi-nsa-order-routine-or-not
"The number of ITRs filed during FY 2017-18 is 6.84 crore, a jump of 80.5% compared to FY 2013-14.",TRUE,en,factly,https://factly.in/fact-checking-the-governments-claims-over-formalization-of-economy
The video shows gangster Lawrence Bishnoi walking out of jail on bail in November 2025.,FALSE,en,factly,https://factly.in/a-2020-video-of-lawrence-bishnoi-at-a-court-in-punjab-is-being-falsely-shared-with-the-claim-that-he-has-been-released-on-bail
The video shows actor Sanjay Dutt justifying the killing of the Hindu youth Dipu Chandra Das in Bangladesh.,FALSE,en,factly,https://factly.in/this-viral-video-of-actor-sanjay-dutt-allegedly-justifying-the-lynching-of-dipu-chandra-das-in-bangladesh-is-a-deepfake
UPA government initiated the project of new Parliament building with a cost of Rs. 3000 crores back in 2012.,MISLEADING,en,factly,https://factly.in/no-upa-government-did-not-initiate-the-execution-of-the-new-parliament-building-with-rs-3000-crores
"1054 essential medicines brought under price control regime giving consumers total benefit of more than 10,000 crores.",FALSE,en,factly,https://factly.in/fact-checking-government-claims-on-prices-of-essential-medicines-operationalization-of-pharmacies-for-generic-drugs
The video shows Uttar Pradesh Chief Minister Yogi Adityanath asking Prime Minister Narendra Modi to resign if he cannot attack Bangladesh.,FALSE,en,factly,https://factly.in/this-viral-video-of-cm-yogi-allegedly-asking-pm-modi-to-resign-if-he-cannot-attack-bangladesh-is-fake
The U.S. is not allowed to sell any item in Japan as the attacked the country in 1945 by throwing a nuclear bomb.,FALSE,en,factly,https://factly.in/old-false-claim-of-japanese-not-buying-anything-from-the-u-s-since-1945-attack-revived-again
The visuals show the Delhi Red Fort blast that occurred on 10 November 2025.,MISLEADING,en,factly,https://factly.in/old-unrelated-visuals-are-falsely-shared-linking-them-to-the-delhi-red-fort-blast-on-10-november-2025
World’s population stands at 7.8 billion people with 5.6 billion women and 2.2 billion men – United Nations first quarter demography report 2019.,FALSE,en,factly,https://factly.in/united-nations-does-not-publish-any-report-named-first-quarter-demography
The video shows police using tear gas shells and water cannons on people who had gathered to support the construction of the Babri Masjid in West Bengal.,FALSE,en,factly,https://factly.in/an-unrelated-bangladesh-protest-video-is-falsely-shared-as-police-action-at-the-babri-masjid-foundation-event-in-west-bengal
: The viral video shows a Muslim man cooking food using sewage water.,FALSE,en,factly,https://factly.in/this-viral-video-allegedly-showing-a-muslim-man-cooking-food-with-sewer-water-is-ai-generated
: The viral video shows an Indian student serving in the Russian Army pleading for help from a battlefield.,FALSE,en,factly,https://factly.in/this-viral-video-claiming-to-show-an-indian-student-serving-in-the-russian-army-pleading-for-help-is-ai-generated
"This video shows the final rites procession of veteran Bollywood actor Dharmendra, who passed away on 24 November 2025",FALSE,en,factly,https://factly.in/old-unrelated-video-clips-falsely-shared-as-visuals-of-bollywood-actor-dharmendras-final-rites
: The viral video shows Indian soldiers on duty in the Siachen region.,MISLEADING,en,factly,https://factly.in/a-video-of-mountaineers-climbing-pico-de-orizaba-in-mexico-is-being-shared-as-visuals-of-indian-soldiers-deployed-at-the-siachen-glacier
: The viral video shows Islamic radicals setting fire to a giant Christmas tree inside a mall in the United Kingdom.,FALSE,en,factly,https://factly.in/this-video-of-a-giant-christmas-tree-accidentally-catching-fire-in-china-is-being-falsely-shared-as-an-act-carried-out-by-islamic-radicals-in-the-uk
: A Zee News graphic shows former Vice President Hamid Ansari saying that every Hindu Congress leader should add “Muhammad” to their name and that Hindu Congress families should convert their eldest son to Islam and marry their eldest daughter into a Muslim family.,FALSE,en,factly,https://factly.in/this-zee-news-graphic-claiming-that-hamid-ansari-made-remarks-about-hindu-congress-leaders-and-families-is-fabricated
: This viral video shows Yogi Adityanath arriving at a venue to watch the movie,FALSE,en,factly,https://factly.in/this-2023-video-of-yogi-adityanath-visiting-the-governor-in-maharashtra-is-being-falsely-shared-as-him-going-to-watch-the-movie-dhurandhar-2
": President of India Droupadi Murmu said that if a rape occurs in any state and the state government does not take action within 24 hours, the Chief Minister of that state should resign.",FALSE,en,factly,https://factly.in/president-droupadi-murmu-did-not-make-cm-should-resign-if-rape-cases-are-not-addressed-within-24-hours
"Rohingya people want to travel 1,769 Km to enter India. But don’t want to travel 2 Km to enter China.",FALSE,en,factly,https://factly.in/india-shares-a-land-boundary-with-myanmar-the-numbers-given-are-false
The video shows a clash between residents and government officials during a protest over the Aravalli Hills.,MISLEADING,en,factly,https://factly.in/a-video-of-people-protesting-against-land-acquisition-for-a-coal-mine-in-chhattisgarh-is-being-falsely-shared-as-visuals-of-the-protests-related-to-aravalli
Government of India is distributing ₹ 2000 to every girl in the country under the scheme ‘PM Kanya Aashirvad Yojana’.,FALSE,en,factly,https://factly.in/government-of-india-has-not-introduced-any-scheme-called-the-pm-kalyan-aashirwad-yojana
Special focus on irrigation with the aim of ‘per drop more crop.’,TRUE,en,factly,https://factly.in/fact-checking-government-claims-on-initiatives-related-to-agriculture-part-1%ef%bb%bf
: The viral video shows a torch procession protesting against the new UGC regulations.,MISLEADING,en,factly,https://factly.in/a-torch-procession-video-of-a-congress-protest-against-the-national-herald-case-is-being-shared-as-a-protest-against-the-ugc-regulations
"Under Modi, India’s annual GDP growth rate went lower than Pakistan’s annual GDP growth rate for the first time in the last 70 years.",FALSE,en,factly,https://factly.in/indias-gdp-growth-rate-went-lower-than-pakistans-gdp-growth-rate-multiple-times-in-the-last-70-years
: Viral video shows an interview between Shashi Tharoor and Rajdeep Sardesai on India Today where Tharoor is praising Pakistan’s global role and criticising the Indian government in the context of Pakistan’s mediation in the Iran–US–Israel conflict and a reported 14-day ceasefire.,FALSE,en,factly,https://factly.in/a-deepfake-video-of-shashi-tharoor-is-being-shared-to-falsely-claim-that-he-praised-pakistan-and-criticised-the-indian-government-amid-middle-east-tensions
: The viral video shows a tea vendor pouring boiling hot tea on a boy.,FALSE,en,factly,https://factly.in/this-video-of-a-tea-vendor-pouring-boiling-tea-on-a-boy-is-scripted-and-not-a-real-incident
": The video shows terrorists being arrested at Kamdhenu Building in Lokhandwala, Mumbai.",FALSE,en,factly,https://factly.in/a-video-of-a-mumbai-police-mock-drill-is-falsely-shared-as-visuals-of-terrorists-being-arrested-in-mumbai
The video shows the funeral scenes of Ayatollah Khamenei.,FALSE,en,factly,https://factly.in/this-video-doesnt-show-the-funeral-scenes-of-ayatollah-khamenei
Launched to ensure good health of mother and child.,TRUE,en,factly,https://factly.in/how-true-are-the-claims-about-the-pradhan-mantri-surakshit-matritva-abhiyan
: The viral video shows a Muslim man entering a temple in Madhya Pradesh and attempting to kill a Hindu priest.,FALSE,en,factly,https://factly.in/this-video-of-a-person-threatening-a-temple-priest-in-madhya-pradesh-is-being-shared-with-a-false-communal-narrative
: The viral video shows Army Chief General Upendra Dwivedi saying that India’s actions in Operation Sindoor were limited due to intervention by U.S. President Donald Trump.,FALSE,en,factly,https://factly.in/this-video-of-general-upendra-dwivedi-commenting-on-operation-sindoor-and-u-s-intervention-is-a-deepfake
: The viral video showing a car slipping in heavy snow and causing another vehicle to flip was recorded in Manali.,MISLEADING,en,factly,https://factly.in/this-video-showing-a-car-slipping-in-snow-is-not-from-manali-it-was-filmed-in-malatya-turkey
Video explaining the proof of EVM tampering by the BJP in the Bihar Assembly Elections – 2020.,MISLEADING,en,factly,https://factly.in/less-vote-share-but-more-seats-won-cannot-be-considered-as-a-proof-of-evm-tampering
: The viral video shows voters in Bihar protesting against vote theft after the 2025 Assembly election results.,FALSE,en,factly,https://factly.in/a-video-from-a-rally-in-netrang-gujarat-is-being-falsely-shared-as-a-protest-rally-against-vote-theft-during-the-bihar-elections
: The viral video shows severe flooding in Chennai caused by Cyclone Ditwah.,FALSE,en,factly,https://factly.in/this-flood-video-from-kolkata-is-falsely-shared-as-visuals-from-chennai-following-cyclone-ditwah
RBI extended the year closing till 30 June 2020.,FALSE,en,factly,https://factly.in/no-change-in-financial-year-has-been-announced
The video shows a TV9 Bharatvarsh news report stating that the Rashtriya Swayamsevak Sangh (RSS) sent a letter advising Prime Minister Narendra Modi not to visit Assam.,FALSE,en,factly,https://factly.in/an-edited-tv9-bharatvarsh-video-is-being-falsely-shared-as-a-report-claiming-that-the-rss-advised-pm-modi-not-to-visit-assam
": Jamia Millia Islamia issued a notice stating that if a boy and girl are found standing together during Ramzan, their nikah (marriage) will be conducted immediately.",FALSE,en,factly,https://factly.in/this-viral-notice-claiming-that-jamia-millia-islamia-will-conduct-nikah-if-boys-and-girls-are-found-together-during-ramzan-is-fabricated
The video shows a real incident of a shopkeeper crying and holding a customer’s feet after the customer leaves without buying anything.,FALSE,en,factly,https://factly.in/this-viral-video-showing-a-shopkeeper-crying-and-holding-a-customers-feet-after-the-customer-leaves-without-buying-anything-is-scripted
Government to introduce the Uniform Civil Code (UCC) bill in the Rajya Sabha on 11 February 2020.,FALSE,en,factly,https://factly.in/social-media-speculates-but-the-ucc-bill-has-not-been-introduced-in-the-rajya-sabha-today
"Congress Manifesto: “Will withdraw the AFSPA, reduce army presence if voted”.",FALSE,en,factly,https://factly.in/congress-in-its-manifesto-proposes-to-amend-or-review-afspa-but-not-to-withdraw-it
The video shows a verbal altercation between a BJP Member of Parliament and a District Magistrate.,MISLEADING,en,factly,https://factly.in/the-incident-occurred-in-rajasthan-and-involved-a-clash-between-udaipur-bharatiya-janata-partybjp-mp-mannalal-rawat-and-banswara-dungarpur-bharatiya-adivasi-party-bap-mp-rajkumar-rawat-dur
: A newspaper clipping resembling,FALSE,en,factly,https://factly.in/this-viral-newspaper-clipping-claiming-that-jashodaben-said-narendra-modi-destroyed-all-evidence-of-their-marriage-is-fabricated
